40.74	-74.008
40.717	-73.961
40.714	-73.95
40.671	-73.964
40.727	-73.986
40.702	-73.987
40.745	-74.007
40.764	-73.982
40.741	-73.988
40.723	-73.998
40.723	-73.997
40.646	-73.784
40.762	-73.968
40.721	-73.993
40.729	-74.009
40.729	-73.987
40.747	-73.986
40.779	-73.963
40.727	-73.985
40.725	-74.003
40.726	-73.992
40.741	-74.003
40.742	-73.988
40.725	-73.999
40.773	-73.964
40.753	-73.984
40.764	-73.972
40.721	-73.986
40.748	-73.998
40.727	-73.994
40.74	-74.001
40.744	-73.997
40.77	-73.993
40.755	-73.987
40.732	-73.989
40.762	-73.979
40.741	-74.008
40.743	-73.976
40.722	-73.957
40.751	-73.846
40.783	-73.953
40.751	-73.984
40.734	-73.991
40.723	-73.99
40.756	-73.989
40.648	-73.782
40.719	-73.987
40.72	-73.987
40.731	-73.988
40.732	-74.002
40.72	-73.994
40.719	-73.987
40.752	-74.01
40.727	-73.984
40.727	-73.984
40.733	-73.988
40.744	-73.984
40.744	-73.984
40.741	-74.008
40.731	-73.989
40.745	-73.983
40.724	-73.989
40.73	-74.001
40.737	-73.989
40.741	-74.006
40.738	-73.991
40.738	-73.989
40.745	-73.987
40.735	-73.991
40.759	-73.987
40.744	-73.988
40.738	-74.008
40.741	-73.981
40.727	-73.992
40.74	-73.989
40.732	-73.978
40.741	-74.007
40.72	-73.988
40.734	-73.993
40.736	-73.998
40.727	-73.991
40.733	-73.99
40.735	-73.988
40.737	-73.991
40.732	-73.984
40.73	-74.001
40.721	-73.994
40.724	-73.991
40.75	-73.846
40.736	-74.002
40.737	-74.008
40.725	-73.978
40.732	-73.986
40.73	-73.987
40.746	-73.978
40.724	-73.993
40.737	-73.991
40.726	-73.984
40.75	-73.993
40.722	-73.997
40.745	-73.983
40.74	-73.987
40.741	-74.007
40.763	-73.982
40.733	-74.003
40.768	-73.982
40.74	-73.983
40.725	-73.992
40.688	-74.182
40.691	-74.178
40.827	-73.928
40.763	-73.981
40.759	-73.981
40.76	-73.98
40.746	-73.988
40.774	-73.872
41.257	-70.065
40.735	-74.002
40.734	-74.001
40.736	-74.007
40.76	-73.986
40.72	-74.01
40.776	-73.982
40.759	-73.984
40.733	-74.004
40.732	-74.003
40.781	-73.973
40.781	-73.977
40.722	-73.988
40.762	-73.982
40.773	-73.916
40.785	-73.979
40.729	-74
40.73	-74
40.765	-73.976
40.735	-74.01
40.734	-74.001
40.736	-74.006
40.734	-73.993
40.747	-74.001
40.76	-73.991
40.601	-73.503
40.772	-73.983
40.774	-73.97
40.738	-74.004
40.78	-73.98
40.813	-74.074
40.782	-73.981
40.711	-73.961
40.771	-73.982
40.728	-73.991
40.746	-73.988
40.727	-74
40.742	-73.989
40.743	-73.989
40.786	-73.977
40.753	-73.996
40.775	-73.981
40.713	-73.957
40.728	-73.991
40.746	-73.988
40.74	-74.363
40.768	-73.867
40.732	-73.984
